family,genus,scientificName,speciesCode_Synonym,isCurrent,currentScientificName,currentScientificNameCode,primaryGrowthForm,primaryGrowthFormGroup,establishmentMeans,TSProfileID,scientificNameAuthorship,dcterms_rightsHolder,dcterms_rights,
Hypoxidaceae,Curculigo,Curculigo ensifolia,6796,false,Curculigo ensifolia var. ensifolia,9142,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Curculigo,Curculigo ensifolia var. ensifolia,9142,true,Curculigo ensifolia var. ensifolia,9142,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Curculigo,Curculigo spp.,CURC,true,Curculigo spp.,CURC,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis exilis,6488,true,Hypoxis exilis,6488,Forb,Forb (FG),"Alive in NSW, Native",,R.J.F.Hend.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis glabella,3551,false,Hypoxis glabella var. glabella,7493,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis glabella var. glabella,7493,true,Hypoxis glabella var. glabella,7493,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis hookeri,3552,false,Hypoxis glabella var. glabella,7493,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis hygrometrica,3553,true,Hypoxis hygrometrica,3553,Forb,Forb (FG),"Alive in NSW, Native",,Labill.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis hygrometrica var. hygrometrica,7648,true,Hypoxis hygrometrica var. hygrometrica,7648,Forb,Forb (FG),"Alive in NSW, Native",,Labill.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis hygrometrica var. hypoglaucum,13132,true,Hypoxis hygrometrica var. hypoglaucum,13132,Forb,Forb (FG),"Alive in NSW, Native",,Labill.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis hygrometrica var. splendida,7574,true,Hypoxis hygrometrica var. splendida,7574,Forb,Forb (FG),"Alive in NSW, Native",,R.J.F.Hend.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis hygrometrica var. villosisepala,7561,true,Hypoxis hygrometrica var. villosisepala,7561,Forb,Forb (FG),"Alive in NSW, Native",,R.J.F.Hend.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis pratensis,7858,true,Hypoxis pratensis,7858,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis pratensis var. pratensis,7859,true,Hypoxis pratensis var. pratensis,7859,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis pratensis var. tuberculata,6897,true,Hypoxis pratensis var. tuberculata,6897,Forb,Forb (FG),"Alive in NSW, Native",,R.J.F.Hend.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis pusilla,13133,false,Hypoxis glabella var. glabella,7493,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis spp.,HYPX,false,Hypoxis spp.,HYPO,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis spp.,HYPO,true,Hypoxis spp.,HYPO,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis vaginata,10257,true,Hypoxis vaginata,10257,Forb,Forb (FG),"Alive in NSW, Native",,Schltdl.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis vaginata var. brevistigmata,6679,true,Hypoxis vaginata var. brevistigmata,6679,Forb,Forb (FG),"Alive in NSW, Native",,R.J.F.Hend.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Hypoxidaceae,Hypoxis,Hypoxis vaginata var. vaginata,6879,true,Hypoxis vaginata var. vaginata,6879,Forb,Forb (FG),"Alive in NSW, Native",,Schltdl.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Dietes,Dietes robinsoniana,3283,true,Dietes robinsoniana,3283,Forb,Forb (FG),"Alive in NSW, Native",,(C.Moore & F.Muell.) Klatt,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Dietes,Dietes spp.,DIET,true,Dietes spp.,DIET,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Diplarrena,Diplarrena moraea,7836,true,Diplarrena moraea,7836,Forb,Forb (FG),"Alive in NSW, Native",,Labill.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Diplarrena,Diplarrena moroea,3284,false,Diplarrena moraea,7836,Forb,Forb (FG),"Alive in NSW, Native",,Labill.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Iris,Iris pseudacorus,14738,true,Iris pseudacorus,14738,,,"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Libertia,Libertia paniculata,3298,true,Libertia paniculata,3298,Forb,Forb (FG),"Alive in NSW, Native",,(R.Br.) Spreng.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Libertia,Libertia pulchella,3299,true,Libertia pulchella,3299,Forb,Forb (FG),"Alive in NSW, Native",,(R.Br.) Spreng.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Libertia,Libertia spp.,LIBE,true,Libertia spp.,LIBE,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Orthrosanthus,Orthrosanthus multiflorus,13666,true,Orthrosanthus multiflorus,13666,Forb,Forb (FG),"Alive in NSW, Native",,Sweet,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Patersonia,Patersonia fragilis,3300,true,Patersonia fragilis,3300,Forb,Forb (FG),"Alive in NSW, Native",,(Labill.) Asch. & Graebn.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Patersonia,Patersonia glabrata,3301,true,Patersonia glabrata,3301,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Patersonia,Patersonia longifolia,3302,true,Patersonia longifolia,3302,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Patersonia,Patersonia sericea,3303,true,Patersonia sericea,3303,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Patersonia,Patersonia sericea var. longifolia,7141,false,Patersonia longifolia,3302,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Patersonia,Patersonia sericea var. sericea,13137,false,Patersonia sericea,3303,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Patersonia,Patersonia sp. aff. fragilis,7977,true,Patersonia sp. aff. fragilis,7977,Forb,Forb (FG),"Alive in NSW, Native",,Unknown,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Iridaceae,Patersonia,Patersonia spp.,PATE,true,Patersonia spp.,PATE,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Isoetaceae,Isoetes,Isoetes drummondii,8121,false,Isoetes drummondii subsp. anomala,8123,Fern and fern allies,Fern (EG),"Alive in NSW, Native",,C.R.Marsden & Chinnock,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Isoetaceae,Isoetes,Isoetes drummondii subsp. anomala,8123,true,Isoetes drummondii subsp. anomala,8123,Fern and fern allies,Fern (EG),"Alive in NSW, Native",,C.R.Marsden & Chinnock,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Isoetaceae,Isoetes,Isoetes drummondii subsp. drummondii,8122,true,Isoetes drummondii subsp. drummondii,8122,,,"Alive in NSW, Native",,A.Braun sensu Chinnock,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Isoetaceae,Isoetes,Isoetes humilior,8124,false,Isoetes muelleri,8125,Fern and fern allies,Fern (EG),"Alive in NSW, Native",,A.Braun,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Isoetaceae,Isoetes,Isoetes muelleri,8125,true,Isoetes muelleri,8125,Fern and fern allies,Fern (EG),"Alive in NSW, Native",,A.Braun,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Isoetaceae,Isoetes,Isoetes spp.,ISOE,true,Isoetes spp.,ISOE,Fern and fern allies,Fern (EG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus alexandri,10308,true,Juncus alexandri,10308,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus alexandri subsp. alexandri,10309,true,Juncus alexandri subsp. alexandri,10309,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus alexandri subsp. melanobasis,8876,true,Juncus alexandri subsp. melanobasis,8876,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus amabilis,3313,true,Juncus amabilis,3313,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus antarcticus,3314,true,Juncus antarcticus,3314,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Hook.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus aridicola,3315,true,Juncus aridicola,3315,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus australis,3317,true,Juncus australis,3317,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Hook.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus brevibracteus,9035,true,Juncus brevibracteus,9035,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus caespiticius,3320,true,Juncus caespiticius,3320,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,E.Mey.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus continuus,3326,true,Juncus continuus,3326,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus continuus x usitatus,8632,true,Juncus continuus x usitatus,8632,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Unknown,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus dolichanthus,10312,true,Juncus dolichanthus,10312,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus falcatus,3328,true,Juncus falcatus,3328,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,E.Mey.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus filicaulis,3329,true,Juncus filicaulis,3329,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Buchenau,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus firmus,9312,true,Juncus firmus,9312,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus flavidus,3330,true,Juncus flavidus,3330,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus fockei,8236,true,Juncus fockei,8236,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Buchenau,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus gregiflorus,3331,true,Juncus gregiflorus,3331,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus holoschoenus,3332,true,Juncus holoschoenus,3332,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus holoschoenus subsp. flockei,7966,false,Juncus fockei,8236,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Buchenau,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus homalocaulis,3333,true,Juncus homalocaulis,3333,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,F.Muell. ex Benth.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus ingens,3335,true,Juncus ingens,3335,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,N.A.Wakef.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus kraussii,3336,false,Juncus kraussii subsp. australiensis,7430,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,(Buchenau) Snogerup,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus kraussii subsp. australiensis,7430,true,Juncus kraussii subsp. australiensis,7430,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,(Buchenau) Snogerup,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus laeviusculus,10306,true,Juncus laeviusculus,10306,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus laeviusculus subsp. illawarrensis,10307,true,Juncus laeviusculus subsp. illawarrensis,10307,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus laeviusculus subsp. laeviusculus,8780,true,Juncus laeviusculus subsp. laeviusculus,8780,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus melanobasis,7967,false,Juncus alexandri subsp. melanobasis,8876,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus mollis,8998,true,Juncus mollis,8998,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus ochrocoleus,8941,true,Juncus ochrocoleus,8941,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus pallidus,3338,true,Juncus pallidus,3338,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus pauciflorus,3339,true,Juncus pauciflorus,3339,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus phaeanthus,9303,true,Juncus phaeanthus,9303,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus phaeanthus M.S.,7968,false,Juncus phaeanthus,9303,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus planifolius,11903,false,Juncus planifolius,3340,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus planifolius,3340,true,Juncus planifolius,3340,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus polyanthemos x usitatus,14473,true,Juncus polyanthemos x usitatus,14473,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus polyanthemus,3341,true,Juncus polyanthemus,3341,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Buchenau,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus prismatocarpus,3342,true,Juncus prismatocarpus,3342,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus procerus,3343,true,Juncus procerus,3343,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,E.Mey.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus psammophilus,10311,true,Juncus psammophilus,10311,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus radula,3344,true,Juncus radula,3344,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Buchenau,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus remotiflorus,8521,true,Juncus remotiflorus,8521,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus revolutus,3345,true,Juncus revolutus,3345,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus sandwithii,3346,true,Juncus sandwithii,3346,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Lourteig,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus sarophorus,3347,true,Juncus sarophorus,3347,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus semisolidus,10310,true,Juncus semisolidus,10310,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus sp. D1,8203,false,Juncus laeviusculus subsp. laeviusculus,8780,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus sp. H,8285,false,Juncus ochrocoleus,8941,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus sp. I,8397,false,Juncus brevibracteus,9035,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus sp. M,8482,false,Juncus thompsonianus,8484,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus sp. Q,13140,false,Juncus psammophilus,10311,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus sp. U,6385,false,Juncus subglaucus,8940,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus spp.,JUNC,true,Juncus spp.,JUNC,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus subglaucus,8940,true,Juncus subglaucus,8940,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus subsecundus,3348,true,Juncus subsecundus,3348,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,N.A.Wakef.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus subsecundus subsp. congregatus,13141,false,Juncus subsecundus,3348,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,N.A.Wakef.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus subsecundus x usitatus,11648,true,Juncus subsecundus x usitatus,11648,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus thompsonianus,8484,true,Juncus thompsonianus,8484,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus usitatus,3350,true,Juncus usitatus,3350,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,L.A.S.Johnson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Juncus,Juncus vaginatus,3351,true,Juncus vaginatus,3351,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula acutifolia,3352,false,Luzula acutifolia subsp. nana,10317,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula acutifolia subsp. nana,10317,true,Luzula acutifolia subsp. nana,10317,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula alpestris,3353,true,Luzula alpestris,3353,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,H.Nordensk.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula atrata,3354,true,Luzula atrata,3354,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula australasica,3355,false,Luzula australasica subsp. dura,10316,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,(Edgar) M.E.Jansen,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula australasica subsp. dura,10316,true,Luzula australasica subsp. dura,10316,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,(Edgar) M.E.Jansen,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula campestris,13861,false,Luzula densiflora,3356,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,(H.Nordensk.) Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula densiflora,3356,true,Luzula densiflora,3356,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,(H.Nordensk.) Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula flaccida,3357,true,Luzula flaccida,3357,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,(Buchenau) Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula flaccida f. A,10314,false,Luzula flaccida subsp. Long Anther,15178,,,"Alive in NSW, Native",,(K.L.Wilson 828 et al.),"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula flaccida f. B,10315,false,Luzula flaccida subsp. flaccida,15179,,,"Alive in NSW, Native",,(Buchenau) Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula flaccida subsp. Long Anther,15178,true,Luzula flaccida subsp. Long Anther,15178,,,"Alive in NSW, Native",,(K.L.Wilson 828 et al.),"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula flaccida subsp. flaccida,15179,true,Luzula flaccida subsp. flaccida,15179,,,"Alive in NSW, Native",,(Buchenau) Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula longiflora,3358,true,Luzula longiflora,3358,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Benth.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula meridionalis,3359,true,Luzula meridionalis,3359,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,H.Nordensk.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula modesta,8567,true,Luzula modesta,8567,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Buchenau,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula novae-cambriae,3360,true,Luzula novae-cambriae,3360,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Gand.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula ovata,3361,true,Luzula ovata,3361,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,Edgar,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaceae,Luzula,Luzula spp.,LUZU,true,Luzula spp.,LUZU,Rush,Grass & grasslike (GG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Juncaginaceae,Cycnogeton,Cycnogeton microtuberosum,15152,true,Cycnogeton microtuberosum,15152,,,"Alive in NSW, Native",, (Aston) Mering & Kadereit,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
