family,genus,scientificName,speciesCode_Synonym,isCurrent,currentScientificName,currentScientificNameCode,primaryGrowthForm,primaryGrowthFormGroup,establishmentMeans,TSProfileID,scientificNameAuthorship,dcterms_rightsHolder,dcterms_rights,
Campanulaceae,Isotoma,Isotoma anethifolia,1912,true,Isotoma anethifolia,1912,Forb,Forb (FG),"Alive in NSW, Native",,(Summerh.) E.Wimm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma armstrongii,7913,true,Isotoma armstrongii,7913,Forb,Forb (FG),"Alive in NSW, Native",,E.Wimm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma axillaris,1913,true,Isotoma axillaris,1913,Forb,Forb (FG),"Alive in NSW, Native",,Lindl.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma fluviatilis,1914,true,Isotoma fluviatilis,1914,Forb,Forb (FG),"Alive in NSW, Native",,(R.Br.) F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma fluviatilis subsp. australis,7964,true,Isotoma fluviatilis subsp. australis,7964,Forb,Forb (FG),"Alive in NSW, Native",,McComb,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma fluviatilis subsp. borealis,7965,true,Isotoma fluviatilis subsp. borealis,7965,Forb,Forb (FG),"Alive in NSW, Native",,McComb,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma fluviatilis subsp. fluviatilis,7963,true,Isotoma fluviatilis subsp. fluviatilis,7963,Forb,Forb (FG),"Alive in NSW, Native",10425,(R.Br.) F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma petraea,1915,true,Isotoma petraea,1915,Forb,Forb (FG),"Alive in NSW, Native",,F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma sessiliflora,12320,false,Isotoma fluviatilis subsp. fluviatilis,7963,Forb,Forb (FG),"Alive in NSW, Native",10425,(R.Br.) F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma spp.,ISOT,true,Isotoma spp.,ISOT,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Isotoma,Isotoma tridens,12321,true,Isotoma tridens,12321,Forb,Forb (FG),"Alive in NSW, Native",,(E.Wimm.) Lammers,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia alata,1916,false,Lobelia anceps,10465,Forb,Forb (FG),"Alive in NSW, Native",,L.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia alata var. alata,6615,false,Lobelia anceps,10465,Forb,Forb (FG),"Alive in NSW, Native",,L.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia anceps,10465,true,Lobelia anceps,10465,Forb,Forb (FG),"Alive in NSW, Native",,L.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia andrewsii,14464,true,Lobelia andrewsii,14464,Forb,Forb (FG),"Alive in NSW, Native",,Lammers,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia claviflora,15217,true,Lobelia claviflora,15217,,,"Alive in NSW, Native",20375,Albr. & R.W.Jobson,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia concolor,14937,true,Lobelia concolor,14937,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia darlingensis,12343,true,Lobelia darlingensis,12343,Forb,Forb (FG),"Alive in NSW, Native",,(E.Wimm.) Albr.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia dentata,7072,true,Lobelia dentata,7072,Forb,Forb (FG),"Alive in NSW, Native",,Cav.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia gibbosa,1917,true,Lobelia gibbosa,1917,Forb,Forb (FG),"Alive in NSW, Native",,Labill.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia gibbosa var. browniana,13179,false,Lobelia gibbosa,1917,Forb,Forb (FG),"Alive in NSW, Native",,Labill.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia gracilis,1918,false,Lobelia andrewsii,14464,Forb,Forb (FG),"Alive in NSW, Native",,Lammers,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia membranacea,11109,true,Lobelia membranacea,11109,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia pedunculata,14938,true,Lobelia pedunculata,14938,,,"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia pratioides,13180,true,Lobelia pratioides,13180,Forb,Forb (FG),"Alive in NSW, Native",,Benth.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia purpurascens,14415,true,Lobelia purpurascens,14415,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia simplicicaulis,14000,true,Lobelia simplicicaulis,14000,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia sp. A,13181,true,Lobelia sp. A,13181,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia sp. aff. gibbosa 'succulent',10882,true,Lobelia sp. aff. gibbosa 'succulent',10882,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia spp.,LOBE,true,Lobelia spp.,LOBE,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia stenophylla,12118,true,Lobelia stenophylla,12118,Forb,Forb (FG),"Alive in NSW, Native",,Benth.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia surrepens,14936,true,Lobelia surrepens,14936,Forb,Forb (FG),"Alive in NSW, Native",,Hook.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobelia trigonocaulis,1919,true,Lobelia trigonocaulis,1919,Forb,Forb (FG),"Alive in NSW, Native",,F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Lobellia dentata,1920,false,Lobelia dentata,7072,Forb,Forb (FG),"Alive in NSW, Native",,Cav.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Pratia concolor,1922,false,Lobelia concolor,14937,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Pratia darlingensis,1923,false,Lobelia darlingensis,12343,Forb,Forb (FG),"Alive in NSW, Native",,(E.Wimm.) Albr.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Pratia pedunculata,7980,false,Lobelia pedunculata,14938,,,"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Pratia puberula,1924,false,Lobelia pedunculata,14938,,,"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Pratia purpurascens,1925,false,Lobelia purpurascens,14415,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Pratia sp. A,10112,false,Lobelia surrepens,14936,Forb,Forb (FG),"Alive in NSW, Native",,Hook.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Pratia spp.,PRAT,false,Lobelia spp.,LOBE,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Lobelia,Pratia surrepens,1926,false,Lobelia surrepens,14936,Forb,Forb (FG),"Alive in NSW, Native",,Hook.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia aridicola,7076,true,Wahlenbergia aridicola,7076,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia ceracea,1928,true,Wahlenbergia ceracea,1928,Forb,Forb (FG),"Alive in NSW, Native",,Lothian,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia communis,1929,true,Wahlenbergia communis,1929,Forb,Forb (FG),"Alive in NSW, Native",,Carolin,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia densifolia,1930,true,Wahlenbergia densifolia,1930,Forb,Forb (FG),"Alive in NSW, Native",,Lothian,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia fluminalis,1931,true,Wahlenbergia fluminalis,1931,Forb,Forb (FG),"Alive in NSW, Native",,(J.M.Black) E.Wimm. ex H.Eichler,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia glabra,9063,true,Wahlenbergia glabra,9063,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia gloriosa,1932,true,Wahlenbergia gloriosa,1932,Forb,Forb (FG),"Alive in NSW, Native",,Lothian,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia gracilenta,1933,true,Wahlenbergia gracilenta,1933,Forb,Forb (FG),"Alive in NSW, Native",,Lothian,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia gracilis,1934,true,Wahlenbergia gracilis,1934,Forb,Forb (FG),"Alive in NSW, Native",,(G.Forst.) A.DC.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia graniticola,1935,true,Wahlenbergia graniticola,1935,Forb,Forb (FG),"Alive in NSW, Native",,Carolin,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia gymnoclada,12074,true,Wahlenbergia gymnoclada,12074,Forb,Forb (FG),"Alive in NSW, Native",,Lothian,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia insulae-howei,1936,true,Wahlenbergia insulae-howei,1936,Forb,Forb (FG),"Alive in NSW, Native",,Lothian,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia littoricola,7383,true,Wahlenbergia littoricola,7383,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia luteola,7314,true,Wahlenbergia luteola,7314,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia multicaulis,1937,true,Wahlenbergia multicaulis,1937,Forb,Forb (FG),"Alive in NSW, Native",,Benth.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia planiflora,10110,true,Wahlenbergia planiflora,10110,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia planiflora subsp. longipila,8735,true,Wahlenbergia planiflora subsp. longipila,8735,Forb,Forb (FG),"Alive in NSW, Native",,Carolin ex P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia planiflora subsp. longipilis,12066,false,Wahlenbergia planiflora subsp. longipila,8735,Forb,Forb (FG),"Alive in NSW, Native",,Carolin ex P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia planiflora subsp. planiflora,8281,true,Wahlenbergia planiflora subsp. planiflora,8281,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia queenslandica,7728,true,Wahlenbergia queenslandica,7728,Forb,Forb (FG),"Alive in NSW, Native",,Carolin ex P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia rupicola,14888,true,Wahlenbergia rupicola,14888,,,"Alive in NSW, Native",,G.T.Plunkett & J.J.Bruhl,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia scopulicola,9064,true,Wahlenbergia scopulicola,9064,Forb,Forb (FG),"Alive in NSW, Native",10832,Carolin ex P.J. Smith,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia sp. Mt Merino,15058,true,Wahlenbergia sp. Mt Merino,15058,,,"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia sp.3,417,false,Wahlenbergia scopulicola,9064,Forb,Forb (FG),"Alive in NSW, Native",10832,Carolin ex P.J. Smith,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia species 4,9065,false,Wahlenbergia telfordii,14889,Forb,Forb (FG),"Alive in NSW, Native",,G.T.Plunkett & J.J.Bruhl,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia spp.,WAHL,true,Wahlenbergia spp.,WAHL,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia stricta,1938,true,Wahlenbergia stricta,1938,Forb,Forb (FG),"Alive in NSW, Native",,(R.Br.) Sweet,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia stricta subsp. A,12849,false,Wahlenbergia stricta subsp. alterna,8495,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia stricta subsp. alterna,8495,true,Wahlenbergia stricta subsp. alterna,8495,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia stricta subsp. stricta,8708,true,Wahlenbergia stricta subsp. stricta,8708,Forb,Forb (FG),"Alive in NSW, Native",,(R.Br.) Sweet,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia telfordii,14889,true,Wahlenbergia telfordii,14889,Forb,Forb (FG),"Alive in NSW, Native",,G.T.Plunkett & J.J.Bruhl,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia tumidifructa,7883,true,Wahlenbergia tumidifructa,7883,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia victoriensis,9975,true,Wahlenbergia victoriensis,9975,Forb,Forb (FG),"Alive in NSW, Native",,P.J.Sm.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Campanulaceae,Wahlenbergia,Wahlenbergia x multicaulis,14567,true,Wahlenbergia x multicaulis,14567,,,"Alive in NSW, Native",,Smith P,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Apophyllum,Apophyllum anomalum,1942,true,Apophyllum anomalum,1942,Shrub,Shrub (SG),"Alive in NSW, Native",,F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Apophyllum,Apophyllum spp.,APOP,true,Apophyllum spp.,APOP,Shrub,Shrub (SG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis arborea,1943,true,Capparis arborea,1943,Shrub,Shrub (SG),"Alive in NSW, Native",,(F.Muell.) Maiden,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis canescens,7128,true,Capparis canescens,7128,Shrub,Shrub (SG),"Alive in NSW, Native",10143,Banks ex DC.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis lasiantha,6374,true,Capparis lasiantha,6374,Vine,Other (OG),"Alive in NSW, Native",,R.Br. ex DC.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis loranthifolia,1944,false,Capparis loranthifolia var. loranthifolia,7284,Tree,Tree (TG),"Alive in NSW, Native",10144,Lindley,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis loranthifolia var. loranthifolia,7284,true,Capparis loranthifolia var. loranthifolia,7284,Tree,Tree (TG),"Alive in NSW, Native",10144,Lindley,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis lucida,7381,true,Capparis lucida,7381,,,"Alive in NSW, Native",,(DC.) Benth.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis mitchellii,1945,true,Capparis mitchellii,1945,Shrub,Shrub (SG),"Alive in NSW, Native",,Lindl.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis sarmentosa,1946,true,Capparis sarmentosa,1946,Vine,Other (OG),"Alive in NSW, Native",,A.Cunn. ex Benth.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis spp.,CAPP,true,Capparis spp.,CAPP,Shrub,Shrub (SG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Capparis,Capparis velutina,10763,true,Capparis velutina,10763,Shrub,Shrub (SG),"Alive in NSW, Native",,P.I.Forst.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Cleome,Cleome spp.,CLEO,true,Cleome spp.,CLEO,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Capparaceae,Cleome,Cleome viscosa,6375,true,Cleome viscosa,6375,Forb,Forb (FG),"Alive in NSW, Native",,L.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Cardiopteridaceae,Citronella,Citronella moorei,3275,true,Citronella moorei,3275,Tree,Tree (TG),"Alive in NSW, Native",,(Benth.) R.A.Howard,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Colobanthus,Colobanthus affinis,1962,true,Colobanthus affinis,1962,Forb,Forb (FG),"Alive in NSW, Native",,(Hook.) Hook.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Colobanthus,Colobanthus apetalus,1963,false,Colobanthus apetalus var. apetalus,9802,Forb,Forb (FG),"Alive in NSW, Native",,(Labill.) Druce,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Colobanthus,Colobanthus apetalus var. apetalus,9802,true,Colobanthus apetalus var. apetalus,9802,Forb,Forb (FG),"Alive in NSW, Native",,(Labill.) Druce,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Colobanthus,Colobanthus curtisiae,15183,true,Colobanthus curtisiae,15183,,,"Alive in NSW, Native",20366,J.G.West,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Colobanthus,Colobanthus nivicola,1964,true,Colobanthus nivicola,1964,Forb,Forb (FG),"Alive in NSW, Native",,Max Gray,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Colobanthus,Colobanthus pulvinatus,1965,true,Colobanthus pulvinatus,1965,Forb,Forb (FG),"Alive in NSW, Native",,F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Colobanthus,Colobanthus spp.,COLO,true,Colobanthus spp.,COLO,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Gypsophila,Gypsophila australis,1969,false,Gypsophila tubulosa,9031,Forb,Forb (FG),"Alive in NSW, Native",,(Jaub. & Spach) Boiss.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Gypsophila,Gypsophila spp.,GYPS,true,Gypsophila spp.,GYPS,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Gypsophila,Gypsophila tubulosa,9031,true,Gypsophila tubulosa,9031,Forb,Forb (FG),"Alive in NSW, Native",,(Jaub. & Spach) Boiss.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Polycarpaea,Polycarpaea arida,6698,true,Polycarpaea arida,6698,Forb,Forb (FG),"Alive in NSW, Native",,Pedley,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Polycarpaea,Polycarpaea breviflora,12028,true,Polycarpaea breviflora,12028,Forb,Forb (FG),"Alive in NSW, Native",,F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Polycarpaea,Polycarpaea corymbosa,1977,false,Polycarpaea corymbosa var. minor,9668,Forb,Forb (FG),"Alive in NSW, Native",,Pedley,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Polycarpaea,Polycarpaea corymbosa var. minor,9668,true,Polycarpaea corymbosa var. minor,9668,Forb,Forb (FG),"Alive in NSW, Native",,Pedley,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Polycarpaea,Polycarpaea spirostylis,1978,false,Polycarpaea spirostylis subsp. glabra,8531,Forb,Forb (FG),"Alive in NSW, Native",10642,(C. White & Francis) Pedley,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Polycarpaea,Polycarpaea spirostylis subsp. glabra,8531,true,Polycarpaea spirostylis subsp. glabra,8531,Forb,Forb (FG),"Alive in NSW, Native",10642,(C. White & Francis) Pedley,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Polycarpaea,Polycarpaea spp.,POLC,true,Polycarpaea spp.,POLC,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Sagina,Sagina namadgi,10548,true,Sagina namadgi,10548,Forb,Forb (FG),"Alive in NSW, Native",,L.G.Adams,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus biflorus,1985,true,Scleranthus biflorus,1985,Forb,Forb (FG),"Alive in NSW, Native",,(J.R.Forst. & G.Forst.) Hook.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus brockiei,11276,true,Scleranthus brockiei,11276,Forb,Forb (FG),"Alive in NSW, Native",,P.A.Will.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus diander,1986,true,Scleranthus diander,1986,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus fasciculatus,11277,true,Scleranthus fasciculatus,11277,Forb,Forb (FG),"Alive in NSW, Native",,(R.Br.) Hook.f.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus gracilis,12852,true,Scleranthus gracilis,12852,Forb,Forb (FG),"Alive in NSW, Native",,J.G.West,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus minisculus,9396,false,Scleranthus minusculus,1987,Forb,Forb (FG),"Alive in NSW, Native",,F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus minusculus,1987,true,Scleranthus minusculus,1987,Forb,Forb (FG),"Alive in NSW, Native",,F.Muell.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus pungens,1988,true,Scleranthus pungens,1988,Forb,Forb (FG),"Alive in NSW, Native",,R.Br.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus singuliflorus,1989,true,Scleranthus singuliflorus,1989,Forb,Forb (FG),"Alive in NSW, Native",,(F.Muell.) Mattf.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus sp. Fitzs Hill,14948,true,Scleranthus sp. Fitzs Hill,14948,,,"Alive in NSW, Native",,(J.G.West 5342) Australian National Herbarium,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Scleranthus,Scleranthus spp.,SCLT,true,Scleranthus spp.,SCLT,Forb,Forb (FG),"Alive in NSW, Native",,,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Spergularia,Spergularia brevifolia,13841,true,Spergularia brevifolia,13841,Forb,Forb (FG),"Alive in NSW, Native",,(Bartl.) Walp. ,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Spergularia,Spergularia diandroides,12854,true,Spergularia diandroides,12854,Forb,Forb (FG),"Alive in NSW, Native",,L.G.Adams,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Spergularia,Spergularia marina,2000,true,Spergularia marina,2000,Forb,Forb (FG),"Alive in NSW, Native",,(L.) Griseb.,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
Caryophyllaceae,Spergularia,Spergularia moorei,12855,false,Spergularia brevifolia,13841,Forb,Forb (FG),"Alive in NSW, Native",,(Bartl.) Walp. ,"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,
